s_id,a_id,x,y
2452,-164,-696.49,-1137.1
2452,-166,-363.24,-88.86
2456,-3,1123.07,-2058.42
2456,-6,-742.73,-4110.99
2456,-11,-3245.04,-36.77
2456,-44,-4201.93,289.05
2456,-47,-2000.88,-4028.33
2456,-48,-285.05,-659.28
2456,-50,1017.23,-902.02
2456,-60,-3637.33,870.57
2456,-61,-1147.35,-2740.27
2456,-63,-2930.92,-3130.65
2456,-91,1286.44,-2549.04
2456,-100,-555.3,-1534.29
2456,-102,811.44,-1529.7
2456,-104,443.34,-1829.21
2456,-106,1359.72,-2183.76
2456,-109,-914.43,-3519.77
2456,-117,-2876.11,-2617.48
2456,-127,-132.07,-376
2456,-139,273.87,-1672.98
2456,-150,1874.78,-2702.41
2456,-154,1477.53,-928.66
2456,-158,-119.19,-2181.02
2456,-163,654.83,-2182.19
2457,-1,1485.95,-2223.91
2457,-2,-420.23,-2476.58
2457,-9,3750.09,-1871.98
2457,-10,-353.74,-2396.3
2457,-18,-1836.82,-247.74
2457,-20,-97.63,-3011.47
2457,-25,-1307.08,-734.69
2457,-26,-1133.36,-1220.97
2457,-27,-1345.1,-562.42
2457,-29,-866.89,-1024.49
2457,-33,28.64,-1951.06
2457,-36,330.98,-3351.67
2457,-46,-437.23,-749.45
2457,-49,-941.97,-853.76
2457,-54,-25.67,-464.64
2457,-65,-783.1,-948.52
2457,-76,-3507.78,1011.62
2457,-86,2397.74,-1874.39
2457,-90,1671.88,-3854.43
2457,-92,-320.73,-2406.45
2457,-103,2311.02,-3474.4
2457,-105,679.55,-2263.05
2457,-107,-3594.29,317.3
2457,-108,-1171.39,-352.76
2457,-110,-3360.02,701.72
2457,-118,663.08,-2247.41
2457,-120,-3250.84,239.32
2457,-122,3169.06,-1611.66
2457,-123,-2025.67,656.05
2457,-129,2986.53,-2145.49
2457,-136,-923.31,176.35
2457,-147,1571.18,-3442.56
2457,-152,-4006.23,1341.86
2458,-4,3680.55,498.53
2458,-12,2482.82,1095.74
2458,-13,655.44,1605.58
2458,-17,3128.76,888.24
2458,-28,775.61,3737.74
2458,-30,2362.88,903.32
2458,-43,2524.19,1105.42
2458,-53,1184.31,1599.74
2458,-55,-2709.25,2188.81
2458,-58,372.58,3094.97
2458,-70,3100.46,714.19
2458,-71,-488,3414.73
2458,-77,2172.43,3563.38
2458,-79,615.62,1539.4
2458,-97,-360.9,858.66
2458,-113,-3073.27,1747.27
2458,-116,2812.08,970.12
2458,-124,1118.46,1613.52
2458,-134,3455.74,2023.06
2458,-141,3291.57,796.9
2458,-144,-19.26,2470.32
2458,-145,-1524.11,3695.47
2458,-151,-987.87,3359.23
2458,-156,453.25,4312.83
2458,-165,366.94,3239.96
2458,-167,-1249.48,-295.41
2459,-13,3329.51,331.14
2459,-28,3449.69,2463.3
2459,-38,330.52,3071.16
2459,-53,3858.38,325.31
2459,-55,-35.18,914.37
2459,-58,3046.65,1820.53
2459,-67,524.97,2843
2459,-68,1447.24,3115.32
2459,-71,2186.08,2140.3
2459,-79,3289.69,264.97
2459,-88,1831.76,3972.49
2459,-96,713.28,2874.57
2459,-97,2313.17,-415.78
2459,-99,109.92,3052.07
2459,-113,-399.2,472.83
2459,-119,178.94,3020.21
2459,-121,776.38,3178.98
2459,-124,3792.54,339.08
2459,-144,2654.81,1195.88
2459,-145,1149.96,2421.04
2459,-151,1686.2,2084.79
2459,-155,235.41,3568.09
2459,-156,3127.33,3038.39
2459,-161,352.47,2641.81
2459,-165,3041.01,1965.53
2459,-167,1424.59,-1569.85
2460,-3,1668.21,-17.75
2460,-6,-197.59,-2070.31
2460,-8,-4031.2,1101.25
2460,-11,-2699.9,2003.91
2460,-16,2592.35,-3237.8
2460,-35,-4147.98,1321.34
2460,-44,-3656.79,2329.73
2460,-47,-1455.74,-1987.66
2460,-48,260.09,1381.39
2460,-50,1562.37,1138.66
2460,-60,-3092.19,2911.24
2460,-61,-602.22,-699.6
2460,-63,-2385.78,-1089.97
2460,-69,-76.95,-2547.85
2460,-82,2542.05,-3128.49
2460,-91,1831.57,-508.37
2460,-100,-10.16,506.38
2460,-101,1190.93,-3569.24
2460,-102,1356.58,510.97
2460,-104,988.47,211.46
2460,-106,1904.86,-143.09
2460,-109,-369.29,-1479.1
2460,-117,-2330.97,-576.81
2460,-127,413.07,1664.67
2460,-139,819.01,367.69
2460,-143,942.8,-3868.12
2460,-149,660.93,-3796.66
2460,-150,2419.92,-661.74
2460,-154,2022.67,1112.01
2460,-158,425.95,-140.34
2460,-159,-970.37,-4268.47
2460,-163,1199.97,-141.52
2461,-18,603.79,-1994.03
2461,-25,1133.53,-2480.98
2461,-26,1307.24,-2967.26
2461,-27,1095.51,-2308.71
2461,-29,1573.71,-2770.78
2461,-33,2469.24,-3697.34
2461,-46,2003.37,-2495.74
2461,-49,1498.64,-2600.05
2461,-54,2414.94,-2210.93
2461,-65,1657.51,-2694.81
2461,-76,-1067.17,-734.67
2461,-107,-1153.69,-1428.99
2461,-108,1269.21,-2099.05
2461,-110,-919.42,-1044.57
2461,-114,-4113.12,472.98
2461,-120,-810.24,-1506.97
2461,-123,414.94,-1090.24
2461,-136,1517.29,-1569.94
2461,-138,-2251.99,-369.79
2461,-152,-1565.62,-404.43
2461,-160,-4346.3,726.22
2463,-5,-781.77,1099.1
2463,-13,958.68,-3443.77
2463,-14,-156.92,499.93
2463,-15,-3188.44,1116.97
2463,-16,-3417.22,2623.56
2463,-28,1078.86,-1311.61
2463,-34,-573.3,1311.61
2463,-38,-2040.31,-703.75
2463,-53,1487.55,-3449.61
2463,-55,-2406.01,-2860.54
2463,-58,675.82,-1954.38
2463,-66,2004.61,-346.98
2463,-67,-1845.86,-931.92
2463,-68,-923.59,-659.59
2463,-71,-184.76,-1634.62
2463,-77,2475.67,-1485.97
2463,-79,918.86,-3509.95
2463,-82,-3467.53,2732.86
2463,-88,-539.07,197.58
2463,-94,2830.22,440.2
2463,-95,1016.54,690.29
2463,-96,-1657.55,-900.34
2463,-97,-57.66,-4190.69
2463,-99,-2260.91,-722.85
2463,-113,-2770.03,-3302.08
2463,-119,-2191.89,-754.7
2463,-121,-1594.45,-595.93
2463,-124,1421.71,-3435.83
2463,-131,-1341.88,929.6
2463,-144,283.98,-2579.03
2463,-145,-1220.87,-1353.88
2463,-151,-684.63,-1690.12
2463,-155,-2135.42,-206.82
2463,-156,756.5,-736.53
2463,-161,-2018.36,-1133.1
2463,-165,670.18,-1809.39
2464,-4,1934.54,-2435.64
2464,-5,-2831.02,3214.28
2464,-12,736.81,-1838.43
2464,-13,-1090.58,-1328.59
2464,-14,-2206.17,2615.11
2464,-17,1382.75,-2045.93
2464,-28,-970.4,803.57
2464,-30,616.87,-2030.85
2464,-34,-2622.55,3426.79
2464,-38,-4089.56,1411.43
2464,-43,778.18,-1828.75
2464,-53,-561.7,-1334.43
2464,-55,-4455.26,-745.36
2464,-58,-1373.43,160.8
2464,-66,-44.64,1768.2
2464,-67,-3895.11,1183.26
2464,-68,-2972.84,1455.58
2464,-70,1354.45,-2219.98
2464,-71,-2234.01,480.56
2464,-77,426.42,629.21
2464,-79,-1130.39,-1394.77
2464,-88,-2588.32,2312.76
2464,-94,780.96,2555.38
2464,-95,-1032.71,2805.46
2464,-96,-3706.8,1214.84
2464,-97,-2106.91,-2075.51
2464,-99,-4310.16,1392.33
2464,-116,1066.07,-1964.06
2464,-119,-4241.14,1360.48
2464,-121,-3643.71,1519.25
2464,-124,-627.55,-1320.65
2464,-134,1709.73,-911.12
2464,-141,1545.56,-2137.27
2464,-144,-1765.28,-463.86
2464,-145,-3270.12,761.3
2464,-151,-2733.88,425.06
2464,-156,-1292.76,1378.65
2464,-161,-4067.62,982.07
2464,-165,-1379.07,305.79
2464,-167,-2995.49,-3229.59
2466,-19,-644.69,3441.78
2466,-21,-768.98,3198.4
2466,-31,2281.54,-44.14
2466,-32,2528.55,375.17
2466,-39,4319.73,-1323.81
2466,-40,3496.27,-2851.65
2466,-42,2400.6,25.5
2466,-52,734.6,1409.58
2466,-56,3430.65,-564.14
2466,-62,3125.42,-748.82
2466,-72,3778.94,-2158.89
2466,-73,297.36,1902.79
2466,-75,419.8,2081.68
2466,-84,2756.68,-306.51
2466,-85,-960.68,3344.21
2466,-87,2129.44,-2708.19
2466,-89,-2506.88,2433
2466,-93,4248.33,-1592.06
2466,-98,3555.35,-1313.44
2466,-111,64.87,2375.79
2466,-112,1342.76,3538.33
2466,-125,-2392.8,2295.18
2466,-128,2993.33,-924.9
2466,-132,4398.31,-1167.97
2466,-133,1597.57,652.57
2466,-148,1657.24,-2322.95
2466,-153,1468.61,1024.51
2466,-157,3676.96,-554.45
2466,-164,3525.89,-1455.05
2466,-166,3859.13,-406.81
2468,-19,3386.87,1067.51
2468,-20,166.13,4074.09
2468,-21,3262.58,824.13
2468,-24,-2273.92,961.1
2468,-36,594.73,3733.89
2468,-37,-2264.06,1070.21
2468,-73,4328.92,-471.49
2468,-75,4451.36,-292.6
2468,-85,3070.88,969.94
2468,-89,1524.69,58.72
2468,-90,1935.63,3231.13
2468,-103,2574.78,3611.16
2468,-111,4096.43,1.51
2468,-125,1638.77,-79.1
2468,-137,1922.19,1999.33
2468,-140,2190.47,2170.27
2468,-142,1283.63,2657.4
2468,-147,1834.94,3643
2469,-1,-3978.54,-630.02
2469,-7,-2009.02,-1826.91
2469,-9,-1714.41,-278.1
2469,-59,-826.13,-912.45
2469,-86,-3066.76,-280.51
2469,-90,-3792.62,-2260.54
2469,-103,-3153.47,-1880.52
2469,-112,-353.92,-4327.61
2469,-122,-2295.44,-17.78
2469,-129,-2477.96,-551.6
2469,-147,-3893.31,-1848.67
2471,-1,2832.83,2410.32
2471,-2,926.65,2157.64
2471,-10,993.13,2237.93
2471,-18,-489.94,4386.49
2471,-20,1249.25,1622.76
2471,-24,-1190.8,-1490.23
2471,-25,39.8,3899.53
2471,-26,213.51,3413.26
2471,-27,1.78,4071.8
2471,-29,479.98,3609.74
2471,-33,1375.51,2683.17
2471,-36,1677.85,1282.56
2471,-37,-1180.94,-1381.12
2471,-46,909.64,3884.78
2471,-49,404.91,3780.46
2471,-54,1321.2,4169.59
2471,-65,563.78,3685.71
2471,-85,4154,-1481.39
2471,-89,2607.81,-2392.61
2471,-90,3018.75,779.8
2471,-92,1026.14,2227.78
2471,-103,3657.9,1159.83
2471,-105,2026.42,2371.18
2471,-108,175.48,4281.47
2471,-118,2009.95,2386.82
2471,-125,2721.89,-2530.43
2471,-137,3005.31,-452
2471,-140,3273.59,-281.06
2471,-142,2366.75,206.07
2471,-147,2918.05,1191.67
2472,-7,1405.23,4083.51
2472,-19,1072.87,1486.25
2472,-21,948.58,1242.87
2472,-31,3999.1,-1999.67
2472,-32,4246.11,-1580.36
2472,-36,-1719.27,4152.63
2472,-42,4118.16,-1930.03
2472,-52,2452.16,-545.95
2472,-73,2014.92,-52.75
2472,-75,2137.36,126.14
2472,-85,756.88,1388.68
2472,-89,-789.32,477.47
2472,-90,-378.37,3649.87
2472,-103,260.77,4029.9
2472,-111,1782.43,420.25
2472,-112,3060.32,1582.8
2472,-125,-675.24,339.65
2472,-133,3315.13,-1302.96
2472,-137,-391.81,2418.07
2472,-140,-123.54,2589.01
2472,-142,-1030.37,3076.14
2472,-147,-479.07,4061.74
2472,-153,3186.17,-931.03
2473,-3,3081.32,-2189.76
2473,-6,1215.51,-4242.33
2473,-8,-2618.09,-1070.76
2473,-11,-1286.8,-168.11
2473,-22,-3109.94,-1424.01
2473,-35,-2734.87,-850.67
2473,-39,-3833.96,-52.73
2473,-41,-3605.73,-1023.94
2473,-44,-2243.68,157.71
2473,-47,-42.63,-4159.67
2473,-48,1673.2,-790.62
2473,-50,2975.48,-1033.36
2473,-51,-3949.07,-561.41
2473,-60,-1679.08,739.23
2473,-61,810.89,-2871.61
2473,-63,-972.68,-3261.99
2473,-64,-3979.12,-709.6
2473,-72,-4374.74,-887.81
2473,-83,-3561.36,695.14
2473,-91,3244.68,-2680.38
2473,-93,-3905.36,-320.99
2473,-100,1402.94,-1665.63
2473,-102,2769.68,-1661.04
2473,-104,2401.58,-1960.55
2473,-106,3317.97,-2315.1
2473,-109,1043.82,-3651.11
2473,-117,-917.86,-2748.82
2473,-127,1826.18,-507.34
2473,-132,-3755.37,103.11
2473,-139,2232.12,-1804.32
2473,-154,3435.78,-1060
2473,-157,-4476.73,716.63
2473,-158,1839.05,-2312.36
2473,-162,-3137.32,-556.95
2473,-163,2613.07,-2313.53
2473,-166,-4294.55,864.27
2475,-8,3677.72,-706.02
2475,-22,3185.87,-1059.27
2475,-31,423.67,1591.68
2475,-32,670.69,2010.99
2475,-35,3560.94,-485.93
2475,-39,2461.86,312.01
2475,-40,1638.4,-1215.83
2475,-41,2690.08,-659.2
2475,-42,542.73,1661.32
2475,-44,4052.13,522.46
2475,-51,2346.75,-196.66
2475,-52,-1123.26,3045.4
2475,-56,1572.78,1071.68
2475,-62,1267.55,887
2475,-64,2316.7,-344.86
2475,-72,1921.08,-523.07
2475,-73,-1560.51,3538.6
2475,-75,-1438.07,3717.5
2475,-81,1249.77,-2162.54
2475,-83,2734.45,1059.88
2475,-84,898.81,1329.3
2475,-87,271.58,-1072.37
2475,-93,2390.46,43.76
2475,-98,1697.49,322.38
2475,-111,-1793,4011.6
2475,-128,1135.46,710.92
2475,-132,2540.44,467.85
2475,-133,-260.29,2288.39
2475,-148,-200.62,-687.13
2475,-153,-389.26,2660.33
2475,-157,1819.09,1081.37
2475,-162,3158.49,-192.21
2475,-164,1668.02,180.77
2475,-166,2001.27,1229.01
2477,-3,-1885.3,4029.02
2477,-5,1674.29,-715.49
2477,-6,-3751.1,1976.45
2477,-14,2299.15,-1314.66
2477,-15,-732.37,-697.62
2477,-16,-961.16,808.97
2477,-34,1882.76,-502.98
2477,-38,415.76,-2518.34
2477,-67,610.21,-2746.51
2477,-68,1532.48,-2474.18
2477,-69,-3630.46,1498.92
2477,-71,2271.31,-3449.21
2477,-82,-1011.46,918.27
2477,-88,1916.99,-1617.01
2477,-91,-1721.94,3538.4
2477,-95,3472.61,-1124.3
2477,-96,798.52,-2714.93
2477,-99,195.16,-2537.44
2477,-101,-2362.58,477.53
2477,-106,-1648.65,3903.68
2477,-119,264.17,-2569.29
2477,-121,861.61,-2410.52
2477,-131,1114.19,-884.99
2477,-143,-2610.71,178.65
2477,-145,1235.19,-3168.47
2477,-149,-2892.58,250.11
2477,-150,-1133.59,3385.03
2477,-151,1771.44,-3504.71
2477,-155,320.64,-2021.41
2477,-156,3212.56,-2551.11
2477,-159,-4523.88,-221.7
2477,-161,437.7,-2947.69
2478,-8,4123.42,323.38
2478,-22,3631.57,-29.87
2478,-31,869.36,2621.08
2478,-32,1116.38,3040.39
2478,-35,4006.64,543.47
2478,-39,2907.55,1341.41
2478,-40,2084.09,-186.43
2478,-41,3135.78,370.2
2478,-42,988.42,2690.72
2478,-51,2792.44,832.74
2478,-52,-677.57,4074.8
2478,-56,2018.48,2101.08
2478,-62,1713.24,1916.4
2478,-64,2762.39,684.54
2478,-72,2366.77,506.33
2478,-78,-482.74,-4160.05
2478,-81,1695.46,-1133.14
2478,-83,3180.15,2089.28
2478,-84,1344.5,2358.71
2478,-87,717.27,-42.97
2478,-93,2836.15,1073.16
2478,-98,2143.18,1351.78
2478,-128,1581.16,1740.32
2478,-132,2986.14,1497.25
2478,-133,185.4,3317.79
2478,-148,245.07,342.27
2478,-153,56.44,3689.73
2478,-157,2264.78,2110.77
2478,-162,3604.19,837.19
2478,-164,2113.72,1210.17
2478,-166,2446.96,2258.41
2479,-1,2982.54,-1046.25
2479,-2,1076.36,-1298.93
2479,-10,1142.85,-1218.64
2479,-18,-340.22,929.91
2479,-20,1398.96,-1833.82
2479,-25,189.51,442.96
2479,-26,363.23,-43.31
2479,-27,151.49,615.23
2479,-29,629.7,153.16
2479,-33,1525.23,-773.4
2479,-36,1827.57,-2174.02
2479,-46,1059.36,428.2
2479,-49,554.62,323.89
2479,-54,1470.92,713.01
2479,-65,713.49,229.13
2479,-76,-2011.18,2189.27
2479,-86,3894.33,-696.74
2479,-90,3168.47,-2676.77
2479,-92,1175.86,-1228.79
2479,-103,3807.61,-2296.75
2479,-105,2176.14,-1085.39
2479,-107,-2097.7,1494.95
2479,-108,325.2,824.89
2479,-110,-1863.43,1879.37
2479,-118,2159.67,-1069.76
2479,-120,-1754.25,1416.97
2479,-123,-529.08,1833.7
2479,-136,573.28,1354
2479,-138,-3196.01,2554.15
2479,-142,2516.47,-3250.5
2479,-147,3067.77,-2264.9
2479,-152,-2509.64,2519.51
2480,-19,1918.88,3089.55
2480,-21,1794.59,2846.16
2480,-52,3298.18,1057.34
2480,-73,2860.93,1550.55
2480,-75,2983.37,1729.44
2480,-85,1602.89,2991.97
2480,-89,56.7,2080.76
2480,-111,2628.44,2023.55
2480,-125,170.78,1942.94
2480,-133,4161.15,300.33
2480,-137,454.2,4021.37
2480,-140,722.48,4192.31
2480,-153,4032.19,672.27
2482,-6,1122.21,2115.5
2482,-15,4140.94,-558.57
2482,-16,3912.16,948.01
2482,-23,-3227.25,1436.56
2482,-47,-135.94,2198.16
2482,-61,717.58,3486.21
2482,-63,-1065.98,3095.84
2482,-69,1242.85,1637.96
2482,-80,-2017.73,-2346.93
2482,-82,3861.85,1057.32
2482,-101,2510.74,616.57
2482,-109,950.51,2706.71
2482,-117,-1011.17,3609
2482,-130,-2279.16,101.44
2482,-143,2262.6,317.7
2482,-149,1980.73,389.15
2482,-158,1745.75,4045.47
2482,-159,349.43,-82.66
2483,-3,-1538.73,2839.19
2483,-5,2020.86,-1905.32
2483,-6,-3404.53,786.63
2483,-14,2645.72,-2504.49
2483,-15,-385.8,-1887.44
2483,-16,-614.59,-380.86
2483,-34,2229.33,-1692.81
2483,-38,762.33,-3708.17
2483,-50,-1644.57,3995.6
2483,-61,-3809.16,2157.34
2483,-67,956.78,-3936.33
2483,-68,1879.05,-3664.01
2483,-69,-3283.89,309.09
2483,-82,-664.89,-271.55
2483,-88,2263.57,-2806.84
2483,-91,-1375.36,2348.57
2483,-95,3819.18,-2314.13
2483,-96,1145.09,-3904.76
2483,-99,541.73,-3727.26
2483,-101,-2016.01,-712.3
2483,-102,-1850.36,3367.92
2483,-104,-2218.47,3068.4
2483,-106,-1302.08,2713.85
2483,-109,-3576.23,1377.84
2483,-119,610.74,-3759.12
2483,-121,1208.18,-3600.34
2483,-131,1460.76,-2074.82
2483,-139,-2387.93,3224.63
2483,-143,-2264.14,-1011.18
2483,-149,-2546.01,-939.72
2483,-150,-787.02,2195.2
2483,-154,-1184.27,3968.95
2483,-155,667.22,-3211.24
2483,-158,-2780.99,2716.6
2483,-159,-4177.31,-1411.53
2483,-161,784.27,-4137.52
2483,-163,-2006.97,2715.42
2484,-1,-1939.74,4030.72
2484,-7,29.79,2833.83
2484,-9,324.4,4382.64
2484,-19,-302.57,236.58
2484,-21,-426.87,-6.81
2484,-31,2623.65,-3249.34
2484,-32,2870.67,-2830.04
2484,-36,-3094.71,2902.95
2484,-42,2742.71,-3179.7
2484,-52,1076.72,-1795.63
2484,-59,1212.67,3748.29
2484,-73,639.48,-1302.42
2484,-75,761.91,-1123.53
2484,-85,-618.56,139
2484,-86,-1027.96,4380.23
2484,-89,-2164.76,-772.21
2484,-90,-1753.81,2400.2
2484,-103,-1114.67,2780.22
2484,-111,406.98,-829.42
2484,-112,1684.88,333.12
2484,-125,-2050.68,-910.03
2484,-129,-439.16,4109.13
2484,-133,1939.69,-2552.64
2484,-137,-1767.26,1168.4
2484,-140,-1498.98,1339.34
2484,-142,-2405.82,1826.47
2484,-147,-1854.51,2812.07
2484,-153,1810.73,-2180.7
2485,-1,-300.49,-346.1
2485,-2,-2206.67,-598.77
2485,-7,1669.03,-1542.98
2485,-9,1963.64,5.83
2485,-10,-2140.19,-518.49
2485,-18,-3623.26,1630.07
2485,-19,1336.67,-4140.24
2485,-20,-1884.07,-1133.66
2485,-25,-3093.52,1143.12
2485,-26,-2919.81,656.84
2485,-27,-3131.54,1315.39
2485,-29,-2653.34,853.32
2485,-33,-1757.81,-73.25
2485,-36,-1455.47,-1473.86
2485,-46,-2223.68,1128.36
2485,-49,-2728.41,1024.05
2485,-54,-1812.12,1413.17
2485,-59,2851.91,-628.52
2485,-65,-2569.54,929.29
2485,-85,1020.68,-4237.81
2485,-86,611.29,3.42
2485,-90,-114.57,-1976.62
2485,-92,-2107.18,-528.64
2485,-103,524.58,-1596.59
2485,-105,-1106.9,-385.24
2485,-108,-2957.84,1525.05
2485,-118,-1123.37,-369.6
2485,-122,1382.61,266.15
2485,-129,1200.09,-267.68
2485,-136,-2709.76,2054.16
2485,-137,-128.01,-3208.42
2485,-140,140.27,-3037.48
2485,-142,-766.57,-2550.35
2485,-147,-215.27,-1564.75
2488,-6,2120.86,1270.5
2488,-23,-2228.6,591.57
2488,-47,862.71,1353.16
2488,-61,1716.23,2641.22
2488,-63,-67.33,2250.84
2488,-69,2241.5,792.96
2488,-80,-1019.08,-3191.93
2488,-100,2308.29,3847.19
2488,-101,3509.38,-228.42
2488,-109,1949.16,1861.72
2488,-117,-12.52,2764.01
2488,-130,-1280.51,-743.55
2488,-143,3261.25,-527.3
2488,-149,2979.38,-455.84
2488,-158,2744.4,3200.47
2488,-159,1348.08,-927.65
2490,-4,3506,467.26
2490,-12,2308.27,1064.47
2490,-13,480.89,1574.3
2490,-17,2954.21,856.96
2490,-28,601.07,3706.46
2490,-30,2188.33,872.04
2490,-43,2349.64,1074.14
2490,-53,1009.76,1568.47
2490,-55,-2883.8,2157.53
2490,-58,198.03,3063.69
2490,-70,2925.92,682.91
2490,-71,-662.54,3383.46
2490,-77,1997.88,3532.11
2490,-79,441.07,1508.13
2490,-97,-535.45,827.38
2490,-113,-3247.82,1716
2490,-116,2637.53,938.84
2490,-124,943.92,1582.25
2490,-134,3281.19,1991.78
2490,-141,3117.03,765.63
2490,-144,-193.81,2439.04
2490,-145,-1698.66,3664.2
2490,-151,-1162.42,3327.95
2490,-156,278.71,4281.55
2490,-165,192.39,3208.69
2490,-167,-1424.03,-326.69
2491,-1,3049.22,-604.68
2491,-2,1143.04,-857.35
2491,-10,1209.52,-777.07
2491,-18,-273.55,1371.49
2491,-20,1465.64,-1392.24
2491,-25,256.19,884.54
2491,-26,429.9,398.26
2491,-27,218.17,1056.81
2491,-29,696.37,594.74
2491,-33,1591.9,-331.83
2491,-36,1894.24,-1732.44
2491,-37,-964.55,-4396.12
2491,-46,1126.03,869.78
2491,-49,621.3,765.47
2491,-54,1537.59,1154.59
2491,-65,780.17,670.71
2491,-76,-1944.51,2630.85
2491,-86,3961,-255.16
2491,-90,3235.14,-2235.2
2491,-92,1242.53,-787.22
2491,-103,3874.29,-1855.17
2491,-105,2242.81,-643.82
2491,-107,-2031.03,1936.52
2491,-108,391.87,1266.47
2491,-110,-1796.76,2320.95
2491,-118,2226.34,-628.18
2491,-120,-1687.58,1858.55
2491,-123,-462.41,2275.28
2491,-136,639.95,1795.58
2491,-138,-3129.33,2995.73
2491,-142,2583.14,-2808.93
2491,-147,3134.45,-1823.33
2491,-152,-2442.96,2961.09
2492,-45,759.39,-1452.8
2492,-57,682.46,-1539.72
2492,-74,1062.52,-1727.17
2492,-114,1418.52,-2398.36
2492,-115,-230.09,-319.83
2492,-126,682.76,-1334.51
2492,-135,556.21,-1240.49
2492,-146,850.15,-1443.16
2492,-160,1185.35,-2145.12
2493,-3,2446.73,-690.66
2493,-6,580.93,-2743.22
2493,-8,-3252.67,428.34
2493,-11,-1921.38,1331
2493,-22,-3744.53,75.09
2493,-35,-3369.46,648.43
2493,-41,-4240.32,475.16
2493,-44,-2878.27,1656.82
2493,-47,-677.22,-2660.57
2493,-48,1038.62,708.48
2493,-50,2340.89,465.75
2493,-60,-2313.67,2238.33
2493,-61,176.31,-1372.51
2493,-63,-1607.26,-1762.88
2493,-69,701.57,-3220.76
2493,-91,2610.1,-1181.28
2493,-100,768.36,-166.53
2493,-102,2135.1,-161.94
2493,-104,1767,-461.45
2493,-106,2683.38,-816
2493,-109,409.23,-2152.01
2493,-117,-1552.45,-1249.72
2493,-127,1191.59,991.76
2493,-139,1597.53,-305.22
2493,-150,3198.44,-1334.65
2493,-154,2801.2,439.1
2493,-158,1204.47,-813.25
2493,-162,-3771.9,942.15
2493,-163,1978.49,-814.43
2494,-3,1899.3,-1629.25
2494,-6,33.5,-3681.81
2494,-8,-3800.11,-510.25
2494,-11,-2468.81,392.41
2494,-22,-4291.96,-863.49
2494,-35,-3916.89,-290.16
2494,-44,-3425.7,718.23
2494,-47,-1224.65,-3599.15
2494,-48,491.18,-230.1
2494,-50,1793.46,-472.84
2494,-60,-2861.1,1299.74
2494,-61,-371.13,-2311.1
2494,-63,-2154.69,-2701.47
2494,-69,154.14,-4159.35
2494,-91,2062.66,-2119.87
2494,-100,220.93,-1105.12
2494,-102,1587.67,-1100.52
2494,-104,1219.56,-1400.04
2494,-106,2135.95,-1754.58
2494,-109,-138.2,-3090.6
2494,-117,-2099.88,-2188.31
2494,-127,644.16,53.17
2494,-139,1050.1,-1243.8
2494,-150,2651.01,-2273.24
2494,-154,2253.76,-499.49
2494,-158,657.03,-1751.84
2494,-162,-4319.34,3.56
2494,-163,1431.06,-1753.02
2498,-1,-1593.63,-1388.69
2498,-2,-3499.81,-1641.37
2498,-7,375.89,-2585.58
2498,-9,670.5,-1036.77
2498,-10,-3433.33,-1561.08
2498,-20,-3177.21,-2176.26
2498,-25,-4386.66,100.52
2498,-26,-4212.95,-385.75
2498,-27,-4424.68,272.79
2498,-29,-3946.48,-189.28
2498,-33,-3050.95,-1115.84
2498,-36,-2748.61,-2516.46
2498,-46,-3516.82,85.76
2498,-49,-4021.55,-18.55
2498,-54,-3105.26,370.57
2498,-59,1558.78,-1671.12
2498,-65,-3862.68,-113.31
2498,-86,-681.85,-1039.18
2498,-90,-1407.71,-3019.21
2498,-92,-3400.32,-1571.23
2498,-103,-768.56,-2639.19
2498,-105,-2400.04,-1427.83
2498,-108,-4250.98,482.45
2498,-118,-2416.51,-1412.2
2498,-122,89.47,-776.45
2498,-129,-93.05,-1310.28
2498,-136,-4002.9,1011.56
2498,-137,-1421.15,-4251.01
2498,-140,-1152.87,-4080.07
2498,-142,-2059.71,-3592.94
2498,-147,-1508.4,-2607.34
2500,-1,-1460,818.07
2500,-2,-3366.18,565.39
2500,-7,509.52,-378.82
2500,-9,804.13,1169.99
2500,-10,-3299.7,645.68
2500,-19,177.16,-2976.07
2500,-20,-3043.59,30.51
2500,-21,52.87,-3219.46
2500,-26,-4079.32,1821.01
2500,-29,-3812.85,2017.48
2500,-33,-2917.32,1090.92
2500,-36,-2614.98,-309.69
2500,-46,-3383.19,2292.53
2500,-49,-3887.92,2188.21
2500,-54,-2971.63,2577.34
2500,-59,1692.4,535.64
2500,-65,-3729.05,2093.46
2500,-75,1241.65,-4336.18
2500,-85,-138.83,-3073.64
2500,-86,-548.22,1167.58
2500,-89,-1685.03,-3984.86
2500,-90,-1274.08,-812.45
2500,-92,-3266.69,635.53
2500,-103,-634.94,-432.43
2500,-105,-2266.41,778.93
2500,-111,886.72,-4042.07
2500,-112,2164.61,-2879.52
2500,-118,-2282.88,794.57
2500,-122,223.1,1430.31
2500,-125,-1570.94,-4122.68
2500,-129,40.58,896.49
2500,-137,-1287.52,-2044.25
2500,-140,-1019.25,-1873.31
2500,-142,-1926.08,-1386.18
2500,-147,-1374.78,-400.58
2504,-3,2555.64,-753.78
2504,-6,689.83,-2806.34
2504,-8,-3143.77,365.22
2504,-11,-1812.48,1267.88
2504,-22,-3635.62,11.97
2504,-35,-3260.55,585.31
2504,-41,-4131.41,412.04
2504,-44,-2769.36,1593.7
